old_url,new_url
http://www.schuttstore.com/SchuttStore/default.aspx?tabname=My%20Account,https://schuttstore.mage.forixdemo.com/customer/account/login/
http://www.schuttstore.com/SchuttStore/default.aspx?tabname=Contact%20Us,https://schuttstore.mage.forixdemo.com/contact
http://www.schuttstore.com/SchuttStore/default.aspx?tabname=View%20Cart,https://schuttstore.mage.forixdemo.com
http://www.schuttstore.com/SchuttStore/default.aspx?appname=Store&tabname=Categories&catid=NCAFootball_Product,https://schuttstore.mage.forixdemo.com/collectibles/ncaa-products.html
http://www.schuttstore.com,https://schuttstore.mage.forixdemo.com
http://www.schuttstore.com/schuttstore/default.aspx?tabname=Return%20Policy,https://schuttstore.mage.forixdemo.com/return-policy
http://www.schuttstore.com/schuttstore/default.aspx?appname=Store&tabname=Categories&catid=Varsity_Helmets,https://schuttstore.mage.forixdemo.com/football/varsity/helmets.html
http://www.schuttstore.com/schuttstore/default.aspx?appname=Store&tabname=Categories&catid=Faceguards,https://schuttstore.mage.forixdemo.com/football/youth/faceguards.html
http://www.schuttstore.com/schuttstore/default.aspx?appname=Store&tabname=Categories&catid=Chinstraps,https://schuttstore.mage.forixdemo.com/football/varsity/chin-straps.html
