"Notes On Customer (%1)","Notes On Customer (%1)"
"Notes On Customer","Notes On Customer"
Items,Items
"Added: %1","Added: %1"
Edit,Edit
"Show To Customer","Show To Customer"
Delete,Delete
"Add New Note On Customer","Add New Note On Customer"
"Save Changes","Save Changes"
"New Note","New Note"
Refresh,Refresh
"No Notes","No Notes"
"List is empty","List is empty"
"Notes from Manager","Notes from Manager"
